CLAIMNUM,STATE,CLASS,PAID
9410,STATE 15,C71,893.08
20623,STATE 03,C11,862.15
1470,STATE 02,C7 ,850
1590,STATE 02,C1B,845.73
2154,STATE 15,C7 ,843
29702,STATE 06,C11,840.2
22949,STATE 04,C71,839.68
30925,STATE 02,C11,821.16
32711,STATE 06,C1A,800.36
972,STATE 15,C71,789.18
21103,STATE 15,C1 ,787.82
915,STATE 02,C71,787.49
16353,STATE 01,C1C,763.84
21750,STATE 02,C1B,756.4
20717,STATE 13,C7B,754.74
7779,STATE 01,C71,748.1
22335,STATE 04,C7B,745.92
12944,STATE 12,C71,735.18
6492,STATE 12,C71,735
28862,STATE 15,C1C,730.82
5359,STATE 15,C7B,707.1
34204,STATE 02,C7 ,702.58
3252,STATE 06,C11,689.26
31125,STATE 02,C71,641.93
32994,STATE 06,C71,640.41
11461,STATE 04,C7B,638.95
26383,STATE 10,C11,632.67
21533,STATE 15,C71,626.02
15791,STATE 10,C11,625.17
11269,STATE 15,C71,614.54
32751,STATE 15,C7B,599
18783,STATE 13,C1 ,570.83
27813,STATE 07,C7B,567.79
3087,STATE 02,C1 ,566.19
9252,STATE 02,C1B,540.6
17020,STATE 06,C7 ,537.74
1154,STATE 07,C71,536.01
23961,STATE 04,C7 ,532.17
32944,STATE 03,C71,531.73
155,STATE 02,C7 ,515.34
14908,STATE 15,C7A,507.09
28551,STATE 04,C7 ,505.02
11701,STATE 02,C71,500
18824,STATE 15,C7 ,500
3562,STATE 13,C1B,494.96
7218,STATE 06,C7B,493.17
9714,STATE 03,C1A,491.68
26506,STATE 15,C11,480.73
2473,STATE 02,C1 ,480
21376,STATE 15,C71,478.27
3446,STATE 03,C7 ,472.75
25401,STATE 15,C7B,458.1
4593,STATE 04,C7 ,444.06
21354,STATE 02,C7 ,437.06
5928,STATE 02,F71,412.49
1415,STATE 04,C7 ,409.11
25732,STATE 02,C11,400
10256,STATE 03,C71,395.27
11064,STATE 06,C7A,386.56
14174,STATE 07,C7 ,384.58
1607,STATE 15,C1C,375
33841,STATE 06,C1 ,372.95
5547,STATE 06,C7 ,367.73
29561,STATE 02,C1B,354.18
97,STATE 15,C1 ,350.77
14186,STATE 06,C1B,339.74
3093,STATE 15,C1B,338.63
11332,STATE 04,C7 ,309.52
27039,STATE 15,F7 ,306.87
1354,STATE 17,C7B,300.69
18071,STATE 02,C1 ,275.07
33244,STATE 15,C71,273.61
29167,STATE 13,C7B,265.67
26572,STATE 15,C7 ,261.64
4188,STATE 02,C71,259.25
6936,STATE 03,C1 ,237.65
17144,STATE 13,C1 ,225.2
7769,STATE 03,F11,224.54
29720,STATE 15,C1B,220.28
22796,STATE 02,C7B,217.97
6869,STATE 03,C71,212.85
26624,STATE 10,C11,180.07
21750,STATE 13,C71,167.73
21942,STATE 15,C1B,161.1
6543,STATE 02,C7B,149.26
18271,STATE 04,C7B,148.45
15670,STATE 15,C1 ,123.37
25659,STATE 01,C7A,113.54
7123,STATE 15,C7B,100
4517,STATE 15,C7 ,90
32207,STATE 15,C1B,64.05
20264,STATE 02,C7A,60
32156,STATE 03,C72,21631.29
19964,STATE 15,C11,20334.71
21562,STATE 15,C1 ,10359.7
26338,STATE 15,C1A,10232.63
19826,STATE 12,C7C,9904.92
9793,STATE 06,C2 ,8877.68
6368,STATE 06,C7B,7819.37
26624,STATE 03,C1B,7780.9
27798,STATE 13,C7B,6357.31
5382,STATE 12,C11,6299.63
24251,STATE 02,C7 ,5673.79
24385,STATE 15,C7B,4767.39
1339,STATE 04,C72,4638.24
24772,STATE 15,C7B,4445
7704,STATE 12,C1 ,4355.94
7723,STATE 15,C7B,4302.28
1840,STATE 15,C11,4108.44
9920,STATE 10,C7C,4075.54
29561,STATE 06,C72,3939.13
27202,STATE 06,C1B,3890.9
26188,STATE 15,C7A,3838.97
11258,STATE 17,C7 ,3721.49
10884,STATE 12,C1B,3692.33
7605,STATE 15,F71,3606.75
26456,STATE 15,C7 ,3511.68
4188,STATE 15,C71,3363
2758,STATE 06,C1 ,3309.81
17363,STATE 02,C2 ,3278.75
10870,STATE 03,C11,3251.14
5642,STATE 17,C71,3198.5
2662,STATE 06,C7A,3144.87
13013,STATE 15,C71,3018.03
11195,STATE 06,C7 ,3014.34
27786,STATE 11,C11,2900.36
16709,STATE 01,C7 ,2756.83
31775,STATE 02,C7B,2750.5
18361,STATE 12,C7 ,2657.28
17550,STATE 15,F71,2626
30164,STATE 15,C1B,2538.97
8300,STATE 17,C7 ,2436.7
6081,STATE 02,C1B,2347.78
25145,STATE 15,C71,2345.69
25898,STATE 14,C1 ,2319.84
18824,STATE 15,C1 ,2269
32026,STATE 10,C1 ,2240.6
23151,STATE 15,C71,2191.83
2020,STATE 04,C71,2184.66
30901,STATE 02,C2 ,2135.15
28791,STATE 01,C11,2113.22
9604,STATE 02,C11,2110.29
10308,STATE 07,C71,2101.18
25871,STATE 03,F71,2075.3
551,STATE 15,C11,2061.63
22318,STATE 04,C71,2055
33687,STATE 17,C7 ,2011.47
26247,STATE 04,C72,1988.24
3324,STATE 06,C7 ,1984.37
27470,STATE 15,C1A,1942.68
32591,STATE 06,C7 ,1938.6
9378,STATE 13,C1 ,1907.76
4465,STATE 04,C71,1849.97
22838,STATE 15,C7 ,1800
4237,STATE 17,C71,1791.95
22446,STATE 15,C7 ,1781.69
23682,STATE 02,C71,1743.5
3298,STATE 13,C7B,1682.04
33858,STATE 02,C7B,1668.72
6081,STATE 02,C71,1647.33
25805,STATE 04,C7 ,1571.4
5956,STATE 15,C1 ,1550.8
3093,STATE 15,C7B,1513.04
31218,STATE 02,C7 ,1500
27334,STATE 06,C71,1487.98
32739,STATE 06,C71,1483.24
27248,STATE 04,C71,1481.81
11272,STATE 10,C1 ,1476.43
3580,STATE 04,C71,1470
32120,STATE 06,C71,1462.16
23385,STATE 04,C7 ,1431.82
20623,STATE 15,C11,1430.24
29837,STATE 15,C7B,1427.37
33759,STATE 15,C1B,1415.82
34085,STATE 03,C7 ,1408.43
12935,STATE 15,C7 ,1394.83
23200,STATE 02,C11,1361.13
24758,STATE 12,C7B,1357.61
13071,STATE 15,C7 ,1350
14366,STATE 06,C11,1333.03
1295,STATE 17,C7B,1327.03
1312,STATE 17,C7B,1308.5
721,STATE 02,C71,1278.9
24461,STATE 01,C71,1262.07
30826,STATE 07,C7 ,1249.99
18683,STATE 15,C7A,1247.47
11258,STATE 17,C7B,1229.44
21280,STATE 15,C11,1227.96
31976,STATE 02,C71,1227.21
24933,STATE 04,C7 ,1211.84
9172,STATE 12,C1B,1210.38
30683,STATE 04,C7 ,1185.02
14105,STATE 06,C7 ,1183.6
3580,STATE 02,C1B,1168.72
14610,STATE 04,C7 ,1129.02
11308,STATE 02,C7 ,1097.13
14610,STATE 15,C71,1091.88
15432,STATE 15,C7C,1091.06
12158,STATE 06,C2 ,1088.27
24758,STATE 13,C71,1086.23
1918,STATE 04,C71,1056.58
23552,STATE 17,C7 ,1018.39
5560,STATE 10,C71,1013.93
23501,STATE 02,C71,1000
20975,STATE 06,C7 ,999.89
22376,STATE 15,C72,991.36
14767,STATE 03,F7 ,980.92
23764,STATE 17,C7B,978.03
28089,STATE 02,C1 ,972.95
11461,STATE 07,C7 ,972.06
7855,STATE 13,C1 ,950
24754,STATE 12,C1 ,938.1
2470,STATE 04,C7A,932.94
17098,STATE 14,F71,929.62
12478,STATE 15,C7C,922.82
8133,STATE 07,C71,921
15425,STATE 02,C1 ,904.02
136,STATE 15,C71,900
19885,STATE 14,C71,892.4
26023,STATE 01,C1 ,889.95
9879,STATE 15,C1 ,876.06
22687,STATE 06,C11,842.57
2264,STATE 02,C11,832.3
19480,STATE 01,F7 ,825.69
10895,STATE 15,C71,825.38
25401,STATE 15,C7 ,819.99
19826,STATE 02,F71,818.83
2846,STATE 13,C2 ,815.16
3337,STATE 02,C71,808.5
10895,STATE 07,C7B,807.7
25285,STATE 02,C7 ,807.33
852,STATE 02,C7 ,807.25
26347,STATE 12,C7B,799.98
2157,STATE 04,C7A,795.08
29884,STATE 13,C1B,785.66
26918,STATE 04,C7 ,781.56
9082,STATE 01,C1 ,756.61
11258,STATE 15,C71,736.25
20141,STATE 02,C7 ,693.87
30932,STATE 04,C71,693.06
25060,STATE 15,C1 ,683.15
26270,STATE 04,C7B,676.68
31976,STATE 03,C1 ,675
3810,STATE 13,C11,661.57
28137,STATE 06,C7 ,660.59
16026,STATE 17,C71,654.26
28945,STATE 15,C11,639.05
32102,STATE 03,C1 ,634.89
34166,STATE 06,C7B,633
32905,STATE 13,C2 ,628.21
30588,STATE 15,C11,625.5
33744,STATE 06,C7 ,625
19425,STATE 12,C71,620.44
7723,STATE 02,C71,619.4
22002,STATE 15,C11,616.75
23472,STATE 02,C7B,596.02
5882,STATE 10,C1 ,571.22
1078,STATE 02,C71,564.71
2123,STATE 07,F71,564.13
5949,STATE 15,C1 ,550.47
23524,STATE 15,C7B,549.71
28990,STATE 15,C2 ,548.07
32056,STATE 02,C7 ,530.53
24750,STATE 14,C7B,528.2
25406,STATE 03,C1 ,500
10895,STATE 15,C7 ,499.44
1415,STATE 04,C71,497.83
27945,STATE 17,F71,497.39
18017,STATE 15,C7B,496.51
28887,STATE 02,C1 ,496.25
25587,STATE 02,C7 ,481.52
34050,STATE 03,C71,474.18
24311,STATE 07,C7 ,468.9
18783,STATE 02,C7 ,459.53
23431,STATE 15,C71,459
10606,STATE 06,C1 ,454.34
12221,STATE 15,C71,453.66
3915,STATE 02,C71,450
14315,STATE 02,C1B,448.61
30548,STATE 17,F71,445.42
8831,STATE 12,C7B,432.15
1335,STATE 12,C7B,428.54
16220,STATE 15,C7B,423.45
28294,STATE 02,C11,422.81
20677,STATE 15,C1B,411.76
11873,STATE 02,C71,408.44
640,STATE 06,C1B,403.82
15670,STATE 04,C71,403.11
16330,STATE 15,C1 ,400
26032,STATE 06,C7B,386.89
22190,STATE 14,C71,383.12
2157,STATE 12,C7 ,378.4
6434,STATE 06,C2 ,375
10895,STATE 15,C7B,372.76
21779,STATE 15,C1 ,361.18
14329,STATE 15,C7 ,360.7
8529,STATE 06,C7 ,343.5
5340,STATE 15,C11,341.58
33498,STATE 10,C7 ,336.99
14130,STATE 15,C7A,332.33
1092,STATE 02,C71,328.18
23552,STATE 14,C7 ,323.32
3546,STATE 01,C7 ,318.12
6936,STATE 17,C7 ,315.12
23114,STATE 10,C7B,290
26080,STATE 01,C7 ,283.22
23559,STATE 13,C71,274.77
27039,STATE 03,C1 ,273.92
8354,STATE 04,C7A,273.81
22335,STATE 15,C1C,263.48
30913,STATE 15,C7B,250.28
19686,STATE 17,C7B,242.63
9920,STATE 14,C11,202.18
7981,STATE 15,C7B,200
17791,STATE 15,C11,172.8
3252,STATE 15,C71,133.24
14697,STATE 15,C1 ,125
23764,STATE 02,C7B,122.81
27248,STATE 04,C7 ,114.72
17488,STATE 15,C72,110.78
18773,STATE 03,C7 ,84.36
33168,STATE 15,C71,79.8
250,STATE 12,C1A,74.67
551,STATE 02,C71,65.95
27945,STATE 15,C7B,45.25
11016,STATE 04,C7B,28593.49
34035,STATE 02,C7B,16155.5
16445,STATE 06,C11,10847.62
27739,STATE 17,C7 ,10538.65
7883,STATE 02,C7 ,10242.5
32994,STATE 15,C71,9849.02
15528,STATE 15,C71,9709.84
16924,STATE 15,C1B,8903.29
8748,STATE 15,C71,8066.17
4925,STATE 17,C7B,7873.9
27749,STATE 13,C7B,7708.2
21976,STATE 15,C7 ,7480.05
18361,STATE 02,C1B,7248.84
31903,STATE 03,C7 ,6750.86
66,STATE 15,C7B,6609.46
19264,STATE 07,C7B,6602.16
26188,STATE 06,C1 ,5758.21
8647,STATE 04,C7B,5511.9
23682,STATE 15,C7B,5341.45
24487,STATE 15,C72,5335.18
23571,STATE 15,C71,5313.25
2309,STATE 15,C7B,4748.38
8822,STATE 12,C1B,4238.18
29273,STATE 17,C7 ,4211.19
21839,STATE 15,C7B,4184.04
8938,STATE 17,C71,4100.6
19042,STATE 10,C7B,4078.6
29837,STATE 02,C1B,4040.41
9653,STATE 15,C7 ,4014.28
20990,STATE 04,C71,3674.37
6105,STATE 14,C7 ,3587.86
32594,STATE 04,C71,3521.63
19619,STATE 12,C11,3521.32
5410,STATE 15,C1 ,3416.34
34085,STATE 04,C7B,3372.97
18674,STATE 02,C7 ,3149.97
7981,STATE 15,C11,3056.01
14050,STATE 14,F71,3045.47
18157,STATE 06,C7B,2960
10591,STATE 17,C71,2946.55
19852,STATE 04,C71,2925
7484,STATE 15,C7 ,2912.28
838,STATE 15,C7B,2844.29
7996,STATE 04,C7 ,2815.33
27786,STATE 12,C1B,2726.41
1359,STATE 06,C11,2708
6579,STATE 15,C11,2685.02
2002,STATE 15,C7C,2666.97
13249,STATE 02,C71,2596.17
8822,STATE 04,C71,2577.29
13978,STATE 02,C71,2565.69
33015,STATE 06,C7B,2560.59
4835,STATE 15,C7B,2549.19
4083,STATE 06,C71,2481.62
24954,STATE 01,C11,2437.24
18017,STATE 01,C1 ,2434.97
18204,STATE 15,C71,2379.24
9758,STATE 15,C1B,2365.15
22108,STATE 06,C71,2354.52
32582,STATE 04,C71,2301.61
1359,STATE 03,F1 ,2277
17416,STATE 04,C71,2271.02
20718,STATE 14,C7 ,2228.4
14967,STATE 17,C71,2192.57
18233,STATE 06,C11,2192.05
33054,STATE 15,C1B,2160.64
11272,STATE 10,C72,2112.63
11330,STATE 10,C11,2083.04
22949,STATE 15,C1 ,2049.18
33168,STATE 01,C71,2000
18824,STATE 15,C7 ,1993.18
29440,STATE 03,C1 ,1982.33
10565,STATE 17,C71,1945.56
14050,STATE 10,C7 ,1942.82
14263,STATE 12,C71,1926.09
5758,STATE 06,C71,1822.79
8416,STATE 02,C11,1792.72
23795,STATE 07,C7 ,1758.73
33591,STATE 06,C1B,1758.33
10115,STATE 04,C7A,1750.85
11289,STATE 07,C7A,1607.91
10479,STATE 02,C71,1602.1
18400,STATE 13,F11,1566.47
10288,STATE 15,C71,1523.51
32026,STATE 15,C1 ,1495.3
24521,STATE 12,C1B,1491.23
32582,STATE 15,C7B,1461.48
10895,STATE 03,C1B,1450.55
18822,STATE 06,C7 ,1450.29
616,STATE 12,C1B,1431.9
10960,STATE 12,C11,1427.29
11450,STATE 15,C1B,1319.69
2939,STATE 06,C7 ,1302.64
28835,STATE 15,C1B,1281.46
16409,STATE 10,C11,1272.4
8354,STATE 04,C7B,1272.17
2009,STATE 14,C1 ,1264.58
10884,STATE 06,C11,1222.12
21369,STATE 15,C7 ,1214.61
16026,STATE 06,C71,1207.39
5956,STATE 10,C7C,1200
6579,STATE 04,C7 ,1183.89
18619,STATE 15,C11,1169.59
14144,STATE 12,C1B,1149.68
28342,STATE 17,C71,1136.08
8886,STATE 02,C1 ,1064.5
11453,STATE 15,C7B,1063.39
3667,STATE 02,C71,1051.75
10129,STATE 10,C7B,1051.13
29273,STATE 15,C71,1040.97
13,STATE 15,C11,1033.32
14105,STATE 15,C71,1027.94
10945,STATE 03,C71,1024.13
2655,STATE 02,F71,1009.41
18175,STATE 01,C7 ,1000
9879,STATE 10,C7 ,995
25802,STATE 02,C1B,977.52
29962,STATE 17,C7C,974.03
10876,STATE 02,C71,959.12
27551,STATE 04,C7B,954.98
2122,STATE 06,C7 ,943.64
24754,STATE 13,C7B,935.74
18204,STATE 15,C7 ,933.27
4799,STATE 02,C11,920.29
18071,STATE 15,C7 ,914.69
24744,STATE 10,C1A,913.75
2314,STATE 15,C11,903.09
11768,STATE 12,C1B,894.12
16605,STATE 15,C71,890.19
2121,STATE 15,C7B,881.55
23501,STATE 02,C1B,874.49
5359,STATE 01,C7 ,860.1
22361,STATE 04,C7 ,850
9879,STATE 07,C71,844.58
2020,STATE 02,C7B,822.81
10591,STATE 12,C1B,822.19
2123,STATE 17,C71,817.31
15931,STATE 15,C1 ,800
3465,STATE 15,C11,787.38
13718,STATE 02,C71,776.72
19795,STATE 04,C7 ,771.25
1366,STATE 02,C11,762.53
18563,STATE 15,C71,751.65
1359,STATE 07,F7 ,720
22189,STATE 03,C1 ,718.02
18215,STATE 10,F71,710.3
32961,STATE 10,C7 ,697.44
9704,STATE 12,C1 ,696.09
251,STATE 02,C11,689.66
5152,STATE 04,C7C,688.97
20167,STATE 02,C1B,682.07
14489,STATE 04,C7B,681.17
9600,STATE 15,C11,680.37
6869,STATE 01,F7 ,679
14831,STATE 15,C71,676.51
18353,STATE 02,C1A,666.66
9806,STATE 17,C7B,654.53
9224,STATE 15,C1B,654.5
16275,STATE 07,C7B,650.46
22900,STATE 02,C71,645.01
6024,STATE 01,C11,596.05
27812,STATE 15,C7 ,582.18
10870,STATE 15,C71,578.8
16220,STATE 15,C7 ,574.76
6234,STATE 02,C1B,563.76
7123,STATE 15,C7 ,559.24
22766,STATE 15,C7A,558.83
29351,STATE 15,C7 ,534.02
19895,STATE 04,C71,532.1
32102,STATE 07,C71,523.95
19423,STATE 06,C11,523.93
12843,STATE 13,C1B,522.76
20918,STATE 15,C7A,514.73
33687,STATE 02,C7B,513.9
31675,STATE 15,C1C,512.2
7138,STATE 02,C71,502.37
17403,STATE 15,C72,499.29
27945,STATE 15,C71,498.22
12286,STATE 12,C1A,495.72
24106,STATE 15,C11,493.92
3580,STATE 07,C71,490.83
25805,STATE 15,C1 ,485.08
9827,STATE 15,C7 ,481.82
16379,STATE 06,C1 ,472.7
31383,STATE 17,C71,472.15
22159,STATE 17,C71,471.38
721,STATE 14,F71,468.25
17159,STATE 15,C2 ,464.83
33277,STATE 03,C71,463.19
28137,STATE 02,C71,460.84
10117,STATE 15,C1B,460
32120,STATE 02,C71,457.54
28653,STATE 15,C11,453.91
23148,STATE 15,C11,443.74
11030,STATE 15,C71,443.1
2662,STATE 10,C11,440.66
8529,STATE 04,C7 ,440.51
24295,STATE 04,C7B,437.26
11590,STATE 15,C1 ,425.32
162,STATE 15,C72,423.12
19993,STATE 06,C1B,419.38
17363,STATE 15,C1 ,416.94
33513,STATE 03,C1 ,399.58
26379,STATE 07,C7 ,390.37
24744,STATE 06,C7A,383.9
8647,STATE 10,C71,372.75
8152,STATE 03,C1 ,367.89
18396,STATE 03,C7 ,361.65
33054,STATE 17,C7 ,350
20695,STATE 02,C7B,348.86
19614,STATE 17,C72,348.15
22376,STATE 02,C7 ,347.79
29857,STATE 04,C7 ,343.5
24062,STATE 15,C11,342.24
22159,STATE 02,C1B,333.05
34245,STATE 02,C1 ,328.91
32118,STATE 13,C1A,327.41
1996,STATE 02,C11,325.48
24385,STATE 03,C11,323.41
9273,STATE 02,C11,308.89
8822,STATE 04,C7B,282.99
19619,STATE 13,C1B,281.08
17840,STATE 07,C71,279.61
32156,STATE 02,C7 ,277
7647,STATE 15,C7 ,276.41
23020,STATE 04,C7 ,268.4
30502,STATE 02,C7 ,251.5
18950,STATE 17,C71,246.12
19999,STATE 02,C71,232.5
21426,STATE 04,F71,228.7
11301,STATE 02,C7 ,218.68
25401,STATE 10,C7B,184.84
2958,STATE 07,C72,178.17
24062,STATE 04,C7B,165.32
32386,STATE 10,C1 ,156.47
3252,STATE 04,C7B,147.91
7263,STATE 03,C1 ,142.33
1743,STATE 04,C71,123.1
71,STATE 15,C7 ,108.18
23380,STATE 15,C7B,78.82
10226,STATE 15,C7B,74.23
2159,STATE 17,C71,63.33
14329,STATE 15,C7 ,17.79
32102,STATE 04,C7B,15279.68
14186,STATE 02,C7 ,12597.12
33617,STATE 15,C71,12037.05
29395,STATE 12,C1 ,11156.17
30791,STATE 04,C7 ,10817.49
1170,STATE 02,C11,10439.86
23697,STATE 12,C71,10022.78
19414,STATE 06,C71,7967.06
29762,STATE 15,C1 ,7478.84
3324,STATE 02,C1 ,7429.58
29406,STATE 02,C7B,7108.52
13090,STATE 07,C71,7038.61
22923,STATE 02,C71,6582.57
4695,STATE 06,C7A,6237.24
14517,STATE 03,C1A,6056.35
3763,STATE 04,C7A,6055
22335,STATE 12,C1 ,5845.4
26383,STATE 02,C71,5600.56
16408,STATE 17,C71,5479.6
5208,STATE 02,C7 ,5399.37
32351,STATE 03,C7C,5350.04
20717,STATE 06,C71,5330.06
18563,STATE 15,C1B,4946.5
32330,STATE 02,C1 ,4358.71
30448,STATE 17,C71,4315.43
23101,STATE 02,C11,4043.41
23069,STATE 12,C71,3978.91
11696,STATE 13,C7B,3908.7
28368,STATE 15,C11,3882.04
22199,STATE 15,C7B,3825.32
33513,STATE 15,C1B,3690.67
33328,STATE 02,C7B,3636.59
136,STATE 15,C71,3617.05
13906,STATE 06,C7 ,3610.44
6323,STATE 02,C1 ,3607
17275,STATE 04,C7B,3477.55
3067,STATE 15,C7B,3405.77
25680,STATE 17,C71,3351.43
29962,STATE 06,C71,3260.21
22886,STATE 06,C1B,3242.11
11763,STATE 06,C71,3237.98
20264,STATE 01,C7 ,3163
9410,STATE 15,C7B,3086.77
30948,STATE 13,C71,2998.88
10038,STATE 15,C71,2975.85
18913,STATE 07,C7B,2958.4
8699,STATE 06,C7B,2881.17
2741,STATE 02,C7 ,2783.5
1505,STATE 07,C7 ,2750
8686,STATE 04,C71,2683.21
14141,STATE 06,C7 ,2635.78
14517,STATE 02,C7B,2575.79
22318,STATE 04,C71,2564.01
9792,STATE 02,F7 ,2545.69
4066,STATE 06,C7B,2523.04
28737,STATE 06,C1B,2450.98
28157,STATE 02,F71,2427.42
9524,STATE 15,C7B,2391
34050,STATE 15,C71,2367.3
1415,STATE 13,C7B,2342.4
33553,STATE 06,C2 ,2323.5
25283,STATE 02,C1B,2317.29
17933,STATE 04,C71,2310
33440,STATE 15,C7 ,2303.07
28945,STATE 15,C7B,2275.62
8723,STATE 10,C1B,2251.84
13304,STATE 15,C11,2250
6579,STATE 15,C1 ,2238.12
33125,STATE 10,C11,2212.54
15511,STATE 06,C7B,2203.34
30448,STATE 07,C72,2188.23
20850,STATE 06,C7 ,2180.9
9520,STATE 07,C7B,2153.58
18774,STATE 14,C7 ,2147.74
12286,STATE 02,C7B,2121.05
27718,STATE 04,C7B,2109.54
15218,STATE 06,C7A,2072.1
31383,STATE 04,C7 ,2016.25
32798,STATE 03,C7 ,2003.9
21310,STATE 02,C1 ,2001.06
2846,STATE 03,C1 ,2000
18483,STATE 04,C7C,2000
20471,STATE 15,C11,2000
20717,STATE 15,C7 ,1995.71
13608,STATE 04,C71,1993.42
14859,STATE 04,C71,1984.9
27945,STATE 15,C71,1897.19
17488,STATE 17,C7B,1890.06
13236,STATE 02,C1B,1828.32
32026,STATE 15,C7B,1812.71
11258,STATE 04,C71,1783.17
12847,STATE 04,C71,1758.45
11064,STATE 15,C7 ,1754.98
33617,STATE 02,C7 ,1744.78
34220,STATE 04,C7 ,1740.98
24771,STATE 15,C71,1727.86
16126,STATE 01,F11,1577.2
7667,STATE 04,C7B,1573.21
30683,STATE 06,C1 ,1542.91
23697,STATE 15,C7B,1540.27
5800,STATE 02,C71,1514
32207,STATE 15,C7B,1508.83
14799,STATE 15,C71,1506.79
22114,STATE 13,C2 ,1505.1
26773,STATE 14,C11,1472.66
9920,STATE 12,C11,1462.79
15218,STATE 04,C7B,1442.08
18774,STATE 02,F71,1437.65
25406,STATE 04,C7 ,1401.95
8846,STATE 02,C71,1385.4
1791,STATE 17,C71,1375.48
4248,STATE 04,C7B,1366.27
3906,STATE 15,C1C,1342.57
11917,STATE 02,C71,1342
5410,STATE 07,C71,1332.07
4066,STATE 04,C7 ,1322.9
16409,STATE 04,C7B,1322.03
26546,STATE 03,C7 ,1307.78
6593,STATE 15,C1 ,1297.53
32388,STATE 07,C7B,1292.3
2991,STATE 13,F11,1292.26
334,STATE 06,C1 ,1289.35
24954,STATE 07,C7A,1286.63
14279,STATE 02,C71,1274.36
26080,STATE 02,C71,1260.7
32056,STATE 17,F71,1234.02
23748,STATE 15,C1 ,1230.12
9410,STATE 03,C1 ,1223
569,STATE 02,C1 ,1222.94
2470,STATE 15,C7 ,1215.89
8300,STATE 04,C7 ,1203.91
22335,STATE 06,C1 ,1201.63
22886,STATE 04,C7 ,1199.21
608,STATE 06,C1 ,1188.26
32207,STATE 15,C1B,1168.23
26379,STATE 03,C7 ,1150
805,STATE 03,C71,1146.53
7671,STATE 13,C11,1134.08
5642,STATE 15,C7B,1129.25
17729,STATE 15,C71,1117.22
1918,STATE 02,C1C,1116.09
613,STATE 15,C1A,1098.14
6680,STATE 15,C71,1092.98
21970,STATE 15,C7B,1089.32
25732,STATE 15,C1B,1080.92
27265,STATE 02,C11,1031.94
12132,STATE 15,C7 ,1021.6
15195,STATE 15,C7C,1013.11
17885,STATE 03,C1 ,1000
10593,STATE 10,C7B,1000
24745,STATE 15,C1B,1000
7477,STATE 17,C71,994.91
24754,STATE 17,C71,992.24
16275,STATE 02,C11,983.06
2846,STATE 15,C1B,956.36
11656,STATE 02,C1B,951.88
1078,STATE 02,C7 ,938.01
2838,STATE 02,C1B,929.75
8846,STATE 02,C71,916.02
24706,STATE 17,C71,914.8
18065,STATE 03,C7B,904.46
18071,STATE 15,C7 ,904.42
8300,STATE 07,C7B,897.51
26562,STATE 15,C1B,887.11
29389,STATE 15,C1B,880
19630,STATE 15,C1B,873.08
20718,STATE 06,C11,868.89
30263,STATE 06,C71,860.14
22179,STATE 04,C71,856.3
11917,STATE 02,C7B,855.17
34204,STATE 15,C7 ,853.75
18145,STATE 07,C7B,852.63
21426,STATE 17,C7B,849.62
27790,STATE 03,C7 ,844.7
7981,STATE 15,C7 ,844.55
9600,STATE 02,C71,843.63
21750,STATE 17,C7B,838.96
5718,STATE 12,C7 ,837.31
14272,STATE 04,F7 ,830.88
15680,STATE 04,C7B,830.24
28987,STATE 17,C71,825.64
2009,STATE 04,C7B,819.82
17539,STATE 12,C7B,818.24
12121,STATE 13,C1B,805.92
33513,STATE 04,C71,802.44
10564,STATE 13,C11,797.69
23180,STATE 15,C7A,795.7
29837,STATE 02,C7B,791.52
805,STATE 04,C7C,785.89
19422,STATE 07,C7B,784.54
24772,STATE 15,C11,783.73
24771,STATE 15,C71,769.83
5410,STATE 04,C7C,766.84
29884,STATE 17,C71,762.32
28195,STATE 15,C71,745.73
29162,STATE 13,C1B,742.82
9714,STATE 12,C71,742.7
5560,STATE 06,C71,740.44
23308,STATE 15,C1C,733.77
9615,STATE 03,C1 ,732
3668,STATE 12,C1 ,730.03
1470,STATE 15,C1B,705.62
8999,STATE 06,C1B,695.75
15218,STATE 06,C1C,694.46
8300,STATE 14,F71,665.29
7138,STATE 04,C7B,651.38
7263,STATE 15,C1 ,651.21
32207,STATE 06,C1 ,648.03
15143,STATE 15,C7B,642.43
25680,STATE 03,C7 ,642.23
30919,STATE 15,C7 ,637.26
10206,STATE 15,C1 ,633.06
9879,STATE 02,C7 ,622.99
7160,STATE 03,C7B,603
3324,STATE 15,C7 ,582.31
10960,STATE 06,C11,581.84
18384,STATE 04,C7B,575.93
33265,STATE 15,C1B,570.74
2256,STATE 02,C71,554.28
1740,STATE 17,C7B,553.71
26916,STATE 15,C1C,549.57
5718,STATE 02,C71,548.2
9378,STATE 17,C7B,529.93
30483,STATE 02,C7 ,527.79
9524,STATE 04,C71,504.71
14679,STATE 02,C11,500
1335,STATE 03,C7 ,499.55
775,STATE 04,C71,497.83
9246,STATE 15,C11,495.54
805,STATE 02,C71,489.84
13143,STATE 15,C11,461.35
7241,STATE 07,C71,453.99
838,STATE 06,C7 ,452.07
31023,STATE 03,C1 ,447.25
12980,STATE 02,C71,442.92
21976,STATE 15,C7B,440
13160,STATE 02,C1 ,439.09
33379,STATE 15,F1 ,435.5
8274,STATE 04,C71,434.57
18071,STATE 17,C7B,431.98
25475,STATE 03,C7B,429.7
2958,STATE 04,C7A,416.85
23279,STATE 15,C11,409.29
9553,STATE 10,C1B,405.75
2691,STATE 12,C1 ,405.72
